Parameters:
version     = V8
date_time   = 251103_102307
comp_time   = 0:03:56.651138
disk_type   = SG
torque_type = G23
log(M_SMBH) = 7.0
alpha       = 0.010
T           = 2.0e+06
gen         = 1g
N           = 10000
R_min       = 7.4e+10
R_max       = 3.0e+17
trap_rad    = 1.9e+14 

Data:
r_1       r_2       m_1       m_2       r_pu      t_pu      paired      migration_1      migration_2      Ng_1
6.134e+15 1.367e+15 1.683e+31 1.472e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.730e+11 1.044e+17 4.114e+31 2.627e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.311e+13 3.595e+12 3.142e+31 1.804e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.396e+16 5.954e+14 3.713e+31 2.108e+31 0.000e+00 0.000e+00 0 type_I type_I 1
7.162e+16 5.442e+13 3.157e+31 1.305e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.189e+17 5.608e+12 3.630e+31 1.950e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.564e+16 2.023e+11 3.035e+31 1.558e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.506e+12 1.778e+12 3.782e+31 1.492e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.912e+11 1.865e+16 3.769e+31 3.717e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.374e+11 3.090e+12 2.605e+31 2.052e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.582e+16 1.953e+16 1.695e+31 1.465e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.034e+14 2.783e+15 3.045e+31 1.454e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.732e+12 3.295e+14 3.170e+31 1.962e+31 0.000e+00 0.000e+00 0 type_I type_I 1
9.230e+10 4.113e+11 1.843e+31 1.485e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.071e+14 2.432e+16 3.131e+31 2.149e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.300e+16 8.450e+14 1.891e+31 1.765e+31 0.000e+00 0.000e+00 0 type_I type_I 1
9.184e+12 7.181e+15 3.697e+31 3.018e+31 0.000e+00 0.000e+00 0 type_I type_I 1
7.679e+15 8.847e+14 1.896e+31 1.488e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.885e+15 1.475e+16 3.879e+31 2.915e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.866e+12 5.401e+16 3.778e+31 1.262e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.101e+16 1.760e+15 3.515e+31 1.383e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.940e+15 4.147e+11 3.835e+31 3.672e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.637e+14 6.015e+13 3.653e+31 3.529e+31 1.942e+14 3.372e+12 1 type_I type_I 1
8.802e+15 7.368e+13 3.780e+31 1.209e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.658e+11 1.686e+15 3.777e+31 3.597e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.012e+11 4.183e+15 2.049e+31 1.483e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.940e+12 6.737e+16 3.701e+31 2.013e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.122e+13 1.080e+14 4.403e+31 3.364e+31 1.923e+14 3.325e+12 1 type_I type_I 1
2.523e+15 4.694e+12 1.862e+31 1.504e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.828e+14 1.954e+12 1.493e+31 1.411e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.000e+12 5.945e+12 2.127e+31 2.093e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.048e+11 3.181e+15 3.782e+31 1.478e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.084e+13 1.738e+14 3.364e+31 1.515e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.261e+11 2.760e+12 3.526e+31 1.661e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.532e+12 8.821e+14 3.762e+31 1.325e+31 0.000e+00 0.000e+00 0 type_I type_I 1
7.566e+15 2.382e+17 2.039e+31 1.804e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.942e+11 2.105e+13 3.920e+31 1.450e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.000e+16 1.130e+12 3.848e+31 1.607e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.552e+16 5.222e+16 4.250e+31 3.695e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.079e+13 4.078e+16 3.538e+31 1.799e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.987e+11 7.628e+16 1.997e+31 1.468e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.110e+11 7.718e+11 3.762e+31 1.225e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.901e+13 2.546e+13 3.770e+31 1.619e+31 1.931e+14 2.250e+12 1 type_I type_I 1
1.614e+12 2.423e+16 1.852e+31 1.550e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.423e+13 1.647e+15 1.577e+31 1.381e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.532e+17 9.655e+12 3.163e+31 2.022e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.963e+13 2.666e+12 3.409e+31 2.650e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.192e+17 1.694e+12 4.524e+31 3.775e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.875e+15 3.561e+11 2.385e+31 1.844e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.077e+16 1.033e+12 3.062e+31 2.307e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.679e+12 2.071e+16 3.418e+31 2.821e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.992e+16 1.759e+14 2.149e+31 1.554e+31 0.000e+00 0.000e+00 0 type_I type_I 1
9.363e+16 2.081e+16 3.786e+31 1.511e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.595e+12 2.586e+11 1.727e+31 1.535e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.400e+11 1.355e+17 1.681e+31 1.470e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.459e+12 7.039e+13 3.459e+31 3.113e+31 1.925e+14 2.104e+13 1 type_I type_I 1
2.898e+16 1.823e+14 1.932e+31 1.841e+31 0.000e+00 0.000e+00 0 type_I type_I 1
9.223e+10 4.373e+15 3.911e+31 1.582e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.375e+13 1.666e+17 2.785e+31 1.543e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.271e+11 1.003e+17 3.970e+31 3.736e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.075e+16 9.047e+10 3.802e+31 1.805e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.385e+16 4.522e+13 3.539e+31 2.469e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.376e+14 5.839e+15 3.946e+31 3.888e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.001e+14 5.176e+12 3.007e+31 2.074e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.433e+14 1.546e+15 3.783e+31 2.076e+31 1.939e+14 3.427e+13 1 type_I type_I 1
1.872e+16 4.134e+12 4.792e+31 1.622e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.894e+14 3.208e+15 3.928e+31 3.758e+31 1.933e+14 5.647e+13 1 type_I type_I 1
1.163e+14 5.871e+11 3.764e+31 1.964e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.968e+15 2.993e+12 4.540e+31 1.398e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.229e+14 2.563e+12 1.412e+31 1.348e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.849e+11 1.086e+17 3.681e+31 1.507e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.898e+10 5.032e+11 3.410e+31 1.593e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.225e+12 5.206e+16 3.609e+31 2.078e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.471e+16 8.496e+11 4.009e+31 1.629e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.648e+11 1.410e+14 3.070e+31 2.100e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.532e+11 1.704e+13 4.594e+31 1.474e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.393e+16 3.974e+15 4.397e+31 1.618e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.146e+14 5.635e+14 3.770e+31 3.743e+31 1.942e+14 3.280e+12 1 type_I type_I 1
4.382e+13 1.444e+17 3.901e+31 3.762e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.811e+17 1.594e+12 1.861e+31 1.800e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.950e+14 1.687e+12 1.965e+31 1.783e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.487e+12 9.980e+11 1.599e+31 1.552e+31 0.000e+00 0.000e+00 0 type_I type_I 1
7.556e+15 1.113e+13 3.775e+31 2.622e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.856e+14 9.634e+11 4.646e+31 4.445e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.597e+12 2.349e+13 3.393e+31 3.233e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.567e+12 1.627e+11 1.804e+31 1.471e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.179e+11 8.900e+14 3.580e+31 1.467e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.909e+15 8.215e+15 4.629e+31 1.869e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.427e+13 4.108e+12 4.294e+31 1.931e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.937e+15 3.220e+11 1.492e+31 1.485e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.295e+16 7.693e+14 2.565e+31 1.944e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.584e+16 4.184e+16 1.870e+31 1.774e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.216e+17 4.451e+13 3.766e+31 3.036e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.032e+15 1.877e+11 3.096e+31 1.707e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.131e+11 6.423e+12 3.921e+31 3.108e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.598e+11 2.236e+12 2.749e+31 1.475e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.502e+12 2.231e+17 1.483e+31 1.481e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.891e+12 1.696e+16 4.249e+31 1.656e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.816e+15 1.465e+17 2.149e+31 1.430e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.751e+12 3.733e+14 4.038e+31 1.605e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.444e+16 2.012e+16 3.767e+31 3.675e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.440e+12 3.657e+15 3.782e+31 3.698e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.747e+12 2.857e+12 4.925e+31 3.766e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.557e+12 5.518e+11 2.821e+31 1.621e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.044e+16 1.650e+13 2.096e+31 2.042e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.898e+12 1.446e+14 1.502e+31 1.502e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.579e+13 3.866e+16 2.582e+31 1.751e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.311e+15 6.433e+16 3.775e+31 1.490e+31 0.000e+00 0.000e+00 0 type_I type_I 1
9.242e+16 9.463e+15 2.589e+31 1.440e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.808e+11 2.778e+17 2.831e+31 2.784e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.762e+12 9.099e+11 3.579e+31 1.321e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.345e+11 1.754e+17 1.672e+31 1.661e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.006e+11 7.924e+12 3.580e+31 1.903e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.320e+11 3.245e+15 4.531e+31 3.938e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.658e+12 3.134e+13 3.875e+31 1.513e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.160e+14 3.294e+13 2.780e+31 1.203e+31 1.984e+14 2.503e+12 1 type_I type_I 1
1.534e+16 2.973e+16 4.200e+31 1.156e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.707e+13 1.903e+14 3.762e+31 1.693e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.679e+10 1.245e+17 2.115e+31 2.075e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.407e+11 9.465e+14 3.780e+31 2.149e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.858e+11 1.597e+14 3.781e+31 3.470e+31 0.000e+00 0.000e+00 0 type_I type_I 1
9.648e+11 1.532e+12 3.724e+31 1.639e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.558e+17 1.599e+12 1.636e+31 1.200e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.551e+12 1.003e+14 2.035e+31 1.643e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.017e+13 2.548e+11 2.270e+31 2.021e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.286e+11 8.980e+15 3.731e+31 1.684e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.242e+13 4.704e+16 3.944e+31 1.810e+31 0.000e+00 0.000e+00 0 type_I type_I 1
9.389e+13 9.353e+10 4.916e+31 1.775e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.119e+13 3.099e+15 3.715e+31 1.457e+31 0.000e+00 0.000e+00 0 type_I type_I 1
9.929e+12 9.397e+11 3.968e+31 2.264e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.754e+15 9.293e+11 1.679e+31 1.472e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.076e+15 3.007e+13 4.347e+31 1.453e+31 2.001e+14 8.179e+12 1 type_I type_I 1
2.242e+14 9.906e+16 2.686e+31 1.639e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.246e+13 3.079e+11 3.779e+31 1.557e+31 0.000e+00 0.000e+00 0 type_I type_I 1
7.152e+16 3.437e+11 3.770e+31 3.768e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.554e+15 1.112e+11 3.881e+31 2.908e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.630e+16 2.115e+17 3.697e+31 3.581e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.905e+14 5.218e+14 3.530e+31 1.883e+31 1.938e+14 6.290e+12 1 type_I type_I 1
5.840e+13 2.148e+12 2.831e+31 1.481e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.670e+16 1.547e+11 2.922e+31 1.203e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.329e+17 1.534e+11 3.859e+31 2.149e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.350e+11 3.723e+11 3.134e+31 1.322e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.176e+13 7.471e+16 2.717e+31 1.832e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.921e+13 1.498e+12 3.987e+31 1.472e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.564e+11 1.248e+16 4.904e+31 1.475e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.142e+11 1.266e+16 4.724e+31 1.592e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.025e+12 3.460e+15 3.234e+31 1.378e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.404e+12 1.889e+13 1.732e+31 1.584e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.579e+12 9.428e+13 4.316e+31 3.487e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.278e+13 3.566e+12 1.515e+31 1.381e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.463e+12 3.324e+14 2.845e+31 2.131e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.216e+15 1.254e+17 3.587e+31 1.905e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.621e+14 1.715e+14 1.953e+31 1.938e+31 1.939e+14 8.858e+12 1 type_I type_I 1
5.944e+15 4.713e+16 3.774e+31 1.792e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.128e+15 3.937e+13 2.317e+31 1.865e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.061e+12 2.274e+14 1.816e+31 1.354e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.549e+11 1.040e+15 2.929e+31 1.523e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.924e+15 6.801e+13 3.987e+31 3.652e+31 0.000e+00 0.000e+00 0 type_I type_I 1
9.395e+12 1.082e+17 1.458e+31 1.307e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.325e+14 1.612e+17 1.592e+31 1.435e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.534e+17 3.298e+16 3.683e+31 1.509e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.760e+14 2.055e+14 1.523e+31 1.435e+31 2.004e+14 4.486e+12 1 type_I type_I 1
1.198e+17 2.375e+14 3.784e+31 2.203e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.341e+12 2.008e+17 3.633e+31 1.820e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.746e+16 2.155e+11 1.482e+31 1.215e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.413e+13 4.597e+13 2.728e+31 1.902e+31 1.933e+14 2.082e+12 1 type_I type_I 1
2.559e+15 1.090e+13 1.942e+31 1.181e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.776e+11 7.472e+15 2.721e+31 1.473e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.801e+11 5.289e+11 3.977e+31 1.716e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.918e+11 7.376e+11 3.868e+31 3.776e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.044e+14 2.488e+15 1.894e+31 1.531e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.040e+11 2.842e+14 1.993e+31 1.944e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.219e+15 5.974e+14 4.430e+31 3.827e+31 1.943e+14 2.937e+13 1 type_I type_I 1
1.488e+17 1.493e+17 3.766e+31 2.745e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.781e+16 1.280e+13 3.803e+31 1.929e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.525e+12 1.870e+17 3.906e+31 3.731e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.018e+16 3.126e+16 3.523e+31 1.435e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.953e+11 3.306e+11 1.597e+31 1.475e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.615e+16 1.532e+17 3.617e+31 2.011e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.765e+16 2.577e+14 3.767e+31 3.693e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.279e+13 1.099e+13 3.804e+31 2.035e+31 1.927e+14 6.868e+12 1 type_I type_I 1
2.426e+11 9.588e+14 2.019e+31 1.464e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.084e+11 1.270e+11 3.779e+31 1.781e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.913e+14 1.658e+16 3.892e+31 2.422e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.887e+16 8.044e+14 3.785e+31 1.970e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.727e+11 1.158e+14 3.163e+31 1.702e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.979e+16 1.344e+12 1.687e+31 1.474e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.234e+17 2.516e+12 4.591e+31 3.479e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.910e+17 1.105e+15 3.872e+31 2.074e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.592e+16 1.155e+15 3.761e+31 2.469e+31 0.000e+00 0.000e+00 0 type_II type_I 1
2.277e+13 6.253e+16 3.962e+31 3.693e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.556e+15 2.190e+17 3.473e+31 1.838e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.046e+14 2.854e+11 4.066e+31 3.388e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.699e+11 5.179e+14 3.542e+31 1.403e+31 0.000e+00 0.000e+00 0 type_I type_I 1
7.245e+14 4.161e+12 4.083e+31 2.577e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.430e+15 8.929e+14 3.724e+31 1.805e+31 1.958e+14 1.649e+13 1 type_I type_I 1
2.913e+16 1.890e+14 3.786e+31 2.148e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.379e+13 8.168e+12 3.976e+31 1.603e+31 1.933e+14 2.015e+13 1 type_I type_I 1
1.684e+15 1.577e+17 3.921e+31 2.969e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.720e+14 2.964e+13 3.764e+31 1.172e+31 1.933e+14 2.242e+12 1 type_I type_I 1
1.228e+11 1.083e+13 1.729e+31 1.461e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.350e+14 1.678e+15 2.135e+31 1.517e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.091e+13 4.933e+11 2.784e+31 1.423e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.138e+15 1.392e+12 3.891e+31 3.217e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.463e+12 4.894e+11 3.782e+31 3.765e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.001e+12 1.564e+13 3.781e+31 3.762e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.878e+13 1.537e+11 1.558e+31 1.367e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.050e+11 1.870e+11 3.780e+31 3.121e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.142e+13 5.176e+16 3.355e+31 2.228e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.921e+13 2.614e+11 1.544e+31 1.522e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.730e+14 9.976e+11 1.640e+31 1.502e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.042e+17 1.213e+16 4.276e+31 3.663e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.088e+14 6.496e+12 2.453e+31 1.704e+31 1.933e+14 4.146e+13 1 type_I type_I 1
1.364e+17 2.627e+14 3.339e+31 3.109e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.544e+14 6.925e+16 3.601e+31 3.404e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.513e+16 4.472e+14 4.544e+31 1.619e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.357e+14 8.426e+16 3.785e+31 2.033e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.348e+17 2.616e+11 1.480e+31 1.227e+31 0.000e+00 0.000e+00 0 type_I type_I 1
9.571e+15 1.131e+17 1.836e+31 1.490e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.397e+11 1.852e+14 3.930e+31 1.333e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.878e+15 6.738e+12 2.717e+31 1.976e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.280e+11 4.164e+13 2.767e+31 2.279e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.578e+15 3.957e+12 3.779e+31 3.252e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.307e+16 7.080e+14 3.765e+31 1.672e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.800e+13 2.654e+11 1.617e+31 1.342e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.151e+14 6.221e+12 4.010e+31 3.202e+31 1.926e+14 2.718e+13 1 type_I type_I 1
7.867e+12 3.020e+16 3.782e+31 1.700e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.984e+11 7.562e+10 3.871e+31 1.539e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.494e+17 7.417e+11 3.729e+31 3.601e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.194e+14 5.990e+16 4.486e+31 2.162e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.604e+11 1.233e+16 3.724e+31 2.777e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.507e+11 2.120e+14 3.812e+31 1.624e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.124e+15 3.455e+12 2.723e+31 2.142e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.531e+11 1.528e+17 3.775e+31 3.690e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.847e+12 2.191e+12 2.064e+31 1.957e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.715e+15 5.418e+14 4.617e+31 4.025e+31 1.933e+14 5.470e+13 1 type_I type_I 1
1.363e+16 1.519e+16 2.109e+31 1.995e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.221e+14 2.376e+11 3.779e+31 3.304e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.845e+13 1.525e+14 3.987e+31 3.756e+31 1.933e+14 1.908e+12 1 type_I type_I 1
2.154e+15 1.071e+12 2.639e+31 1.974e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.128e+15 2.729e+16 3.981e+31 3.699e+31 0.000e+00 0.000e+00 0 type_I type_I 1
7.058e+12 1.264e+16 4.452e+31 3.414e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.036e+15 5.973e+11 3.765e+31 1.386e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.177e+16 5.373e+13 3.830e+31 3.787e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.210e+15 9.181e+14 3.093e+31 2.587e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.594e+16 1.236e+14 4.525e+31 1.646e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.444e+11 4.273e+15 3.764e+31 1.768e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.174e+14 3.441e+15 3.615e+31 2.147e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.544e+13 4.438e+15 2.090e+31 1.458e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.464e+15 2.082e+14 3.702e+31 1.981e+31 1.933e+14 4.109e+13 1 type_I type_I 1
5.549e+16 1.009e+15 1.329e+31 1.213e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.553e+14 3.096e+14 2.036e+31 1.620e+31 0.000e+00 0.000e+00 0 type_I type_I 1
7.085e+16 6.224e+12 4.116e+31 2.833e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.267e+15 1.205e+11 3.625e+31 1.745e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.420e+12 8.146e+14 3.691e+31 3.110e+31 0.000e+00 0.000e+00 0 type_I type_I 1
7.007e+11 8.761e+13 3.795e+31 3.515e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.006e+16 3.787e+13 3.781e+31 1.473e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.127e+14 3.960e+13 2.422e+31 2.031e+31 1.924e+14 1.665e+12 1 type_I type_I 1
4.729e+11 1.884e+14 2.051e+31 1.491e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.479e+14 2.048e+12 4.463e+31 3.686e+31 0.000e+00 0.000e+00 0 type_I type_I 1
